Source File Name,filename,Class ID,Class Name,fold
34068.wav,2_10204.wav,2,Rain,2
34069.wav,2_10205.wav,2,Rain,2
34070.wav,2_10206.wav,2,Rain,4
34071.wav,2_10207.wav,2,Rain,1
34072.wav,2_10208.wav,2,Rain,4
34073.wav,2_10209.wav,2,Rain,1
37618.wav,2_10210.wav,2,Rain,5
56306.wav,2_10211.wav,2,Rain,5
56308.wav,2_10212.wav,2,Rain,2
56309.wav,2_10213.wav,2,Rain,5
56310.wav,2_10214.wav,2,Rain,4
82366.wav,2_10215.wav,2,Rain,2
120695.wav,2_10216.wav,2,Rain,2
120698.wav,2_10217.wav,2,Rain,3
120699.wav,2_10218.wav,2,Rain,1
120701.wav,2_10219.wav,2,Rain,4
120808.wav,2_10220.wav,2,Rain,3
134909.wav,2_10221.wav,2,Rain,2
157487.wav,2_10222.wav,2,Rain,1
202898.wav,2_10223.wav,2,Rain,1
231686.wav,2_10224.wav,2,Rain,2
231687.wav,2_10225.wav,2,Rain,5
237729.wav,2_10226.wav,2,Rain,4
244053.wav,2_10227.wav,2,Rain,4
262005.wav,2_10228.wav,2,Rain,5
267105.wav,2_10229.wav,2,Rain,3
316894.wav,2_10230.wav,2,Rain,5
316895.wav,2_10231.wav,2,Rain,4
322963.wav,2_10232.wav,2,Rain,3
322964.wav,2_10233.wav,2,Rain,1
322965.wav,2_10234.wav,2,Rain,1
322966.wav,2_10235.wav,2,Rain,5
337791.wav,2_10236.wav,2,Rain,5
344460.wav,2_10237.wav,2,Rain,3
344461.wav,2_10238.wav,2,Rain,2
344462.wav,2_10239.wav,2,Rain,2
346641.wav,2_10240.wav,2,Rain,4
346642.wav,2_10241.wav,2,Rain,3
360328.wav,2_10242.wav,2,Rain,5
387062.wav,2_10243.wav,2,Rain,2
387064.wav,2_10244.wav,2,Rain,4
394936.wav,2_10245.wav,2,Rain,3
396482.wav,2_10246.wav,2,Rain,1
396483.wav,2_10247.wav,2,Rain,4
398738.wav,2_10248.wav,2,Rain,5
398739.wav,2_10249.wav,2,Rain,1
398740.wav,2_10250.wav,2,Rain,2
398741.wav,2_10251.wav,2,Rain,5
398742.wav,2_10252.wav,2,Rain,3
399281.wav,2_10253.wav,2,Rain,3
400402.wav,2_10254.wav,2,Rain,1
401276.wav,2_10255.wav,2,Rain,3
437037.wav,2_10256.wav,2,Rain,4
464280.wav,2_10257.wav,2,Rain,3
464283.wav,2_10258.wav,2,Rain,5
468024.wav,2_10259.wav,2,Rain,2
468025.wav,2_10260.wav,2,Rain,4
476202.wav,2_10261.wav,2,Rain,1
511348.wav,2_10262.wav,2,Rain,5
516248.wav,2_10263.wav,2,Rain,1
527498.wav,2_10264.wav,2,Rain,3
533522.wav,2_10265.wav,2,Rain,1
533760.wav,2_10266.wav,2,Rain,1
575460.wav,2_10267.wav,2,Rain,5
575462.wav,2_10268.wav,2,Rain,3
575464.wav,2_10269.wav,2,Rain,1
575465.wav,2_10270.wav,2,Rain,2
579840_1.wav,2_10271.wav,2,Rain,3
579840_2.wav,2_10272.wav,2,Rain,4
592344.wav,2_10273.wav,2,Rain,2
592345.wav,2_10274.wav,2,Rain,2
640651.wav,2_10275.wav,2,Rain,4
23779.wav,3_10301.wav,3,Thunderstorm,1
24003.wav,3_10302.wav,3,Thunderstorm,2
29675.wav,3_10303.wav,3,Thunderstorm,3
35969.wav,3_10304.wav,3,Thunderstorm,3
39877.wav,3_10305.wav,3,Thunderstorm,1
99081.wav,3_10306.wav,3,Thunderstorm,5
99082.wav,3_10307.wav,3,Thunderstorm,1
99083.wav,3_10308.wav,3,Thunderstorm,1
99084.wav,3_10309.wav,3,Thunderstorm,5
155147.wav,3_10310.wav,3,Thunderstorm,3
160154.wav,3_10311.wav,3,Thunderstorm,2
160155.wav,3_10312.wav,3,Thunderstorm,5
161503.wav,3_10313.wav,3,Thunderstorm,3
161503_1.wav,3_10314.wav,3,Thunderstorm,4
194842.wav,3_10315.wav,3,Thunderstorm,3
194872.wav,3_10316.wav,3,Thunderstorm,4
238794.wav,3_10317.wav,3,Thunderstorm,2
238801.wav,3_10318.wav,3,Thunderstorm,2
238803.wav,3_10319.wav,3,Thunderstorm,3
238804.wav,3_10320.wav,3,Thunderstorm,2
239489.wav,3_10321.wav,3,Thunderstorm,1
239490.wav,3_10322.wav,3,Thunderstorm,2
239493.wav,3_10323.wav,3,Thunderstorm,3
240368.wav,3_10324.wav,3,Thunderstorm,4
250107.wav,3_10325.wav,3,Thunderstorm,1
256093.wav,3_10326.wav,3,Thunderstorm,3
259650.wav,3_10327.wav,3,Thunderstorm,1
325156.wav,3_10328.wav,3,Thunderstorm,4
341945.wav,3_10329.wav,3,Thunderstorm,5
345032.wav,3_10330.wav,3,Thunderstorm,2
348076.wav,3_10331.wav,3,Thunderstorm,4
360328.wav,3_10332.wav,3,Thunderstorm,2
367004.wav,3_10333.wav,3,Thunderstorm,4
367510.wav,3_10334.wav,3,Thunderstorm,2
397952.wav,3_10335.wav,3,Thunderstorm,5
580879.wav,3_10336.wav,3,Thunderstorm,4
399870.wav,3_10337.wav,3,Thunderstorm,4
400076.wav,3_10338.wav,3,Thunderstorm,4
400076_1.wav,3_10339.wav,3,Thunderstorm,2
413833.wav,3_10340.wav,3,Thunderstorm,5
426447.wav,3_10341.wav,3,Thunderstorm,4
39877__csengeri__thunderrumble19august2007.wav,3_10342.wav,3,Thunderstorm,4
426859.wav,3_10343.wav,3,Thunderstorm,2
436794.wav,3_10344.wav,3,Thunderstorm,4
441837.wav,3_10345.wav,3,Thunderstorm,5
455087.wav,3_10346.wav,3,Thunderstorm,1
464259.wav,3_10347.wav,3,Thunderstorm,5
464260.wav,3_10348.wav,3,Thunderstorm,1
467324.wav,3_10349.wav,3,Thunderstorm,3
473866.wav,3_10350.wav,3,Thunderstorm,4
474995_1.wav,3_10351.wav,3,Thunderstorm,4
474995_2.wav,3_10352.wav,3,Thunderstorm,3
474996_1.wav,3_10353.wav,3,Thunderstorm,1
474996_2.wav,3_10354.wav,3,Thunderstorm,2
527664.wav,3_10355.wav,3,Thunderstorm,5
536093.wav,3_10356.wav,3,Thunderstorm,3
538615.wav,3_10357.wav,3,Thunderstorm,4
538615_1.wav,3_10358.wav,3,Thunderstorm,3
574652_1.wav,3_10359.wav,3,Thunderstorm,3
547652_2.wav,3_10360.wav,3,Thunderstorm,1
553800.wav,3_10361.wav,3,Thunderstorm,5
564987_1.wav,3_10362.wav,3,Thunderstorm,1
564987_2.wav,3_10363.wav,3,Thunderstorm,5
564992.wav,3_10364.wav,3,Thunderstorm,3
564994.wav,3_10365.wav,3,Thunderstorm,1
564999.wav,3_10366.wav,3,Thunderstorm,5
570351.wav,3_10367.wav,3,Thunderstorm,2
570601.wav,3_10368.wav,3,Thunderstorm,1
580446.wav,3_10369.wav,3,Thunderstorm,5
580451.wav,3_10370.wav,3,Thunderstorm,5
580452.wav,3_10371.wav,3,Thunderstorm,2
580879_1.wav,3_10372.wav,3,Thunderstorm,3
581125.wav,3_10373.wav,3,Thunderstorm,5
608170.wav,3_10374.wav,3,Thunderstorm,2
615844.wav,3_10375.wav,3,Thunderstorm,1
395488_3.wav,4_10401.wav,4,WaterDrops,5
348358_1.wav,4_10402.wav,4,WaterDrops,5
212112_3.wav,4_10403.wav,4,WaterDrops,5
500319_2.wav,4_10404.wav,4,WaterDrops,5
102954_1.wav,4_10405.wav,4,WaterDrops,1
582619_1.wav,4_10406.wav,4,WaterDrops,3
102954_2.wav,4_10407.wav,4,WaterDrops,1
102953_2.wav,4_10408.wav,4,WaterDrops,1
500319_1.wav,4_10409.wav,4,WaterDrops,1
348358_2.wav,4_10410.wav,4,WaterDrops,2
515915_1.wav,4_10411.wav,4,WaterDrops,4
395488_2.wav,4_10412.wav,4,WaterDrops,4
159172_4.wav,4_10413.wav,4,WaterDrops,2
212112_2.wav,4_10414.wav,4,WaterDrops,3
395488_5.wav,4_10415.wav,4,WaterDrops,3
395488_4.wav,4_10416.wav,4,WaterDrops,4
500319_3.wav,4_10417.wav,4,WaterDrops,2
159172_2.wav,4_10418.wav,4,WaterDrops,3
396863_2.wav,4_10419.wav,4,WaterDrops,2
102953_1.wav,4_10420.wav,4,WaterDrops,4
395488_1.wav,4_10421.wav,4,WaterDrops,1
396863_1.wav,4_10422.wav,4,WaterDrops,4
500319_4.wav,4_10423.wav,4,WaterDrops,5
159172_1.wav,4_10424.wav,4,WaterDrops,4
212112_1.wav,4_10425.wav,4,WaterDrops,2
105954_3.wav,4_10426.wav,4,WaterDrops,4
396863_3.wav,4_10427.wav,4,WaterDrops,5
396862_1.wav,4_10428.wav,4,WaterDrops,1
500319_5.wav,4_10429.wav,4,WaterDrops,2
159172_3.wav,4_10430.wav,4,WaterDrops,2
35625__1.wav,4_10431.wav,4,WaterDrops,3
280230_5.wav,4_10432.wav,4,WaterDrops,3
396861_5.wav,4_10433.wav,4,WaterDrops,2
396861_2.wav,4_10434.wav,4,WaterDrops,5
11597_2.wav,4_10435.wav,4,WaterDrops,1
11597_1.wav,4_10436.wav,4,WaterDrops,5
396861_3.wav,4_10437.wav,4,WaterDrops,5
187656_5.wav,4_10438.wav,4,WaterDrops,5
187656_4.wav,4_10439.wav,4,WaterDrops,2
396861_1.wav,4_10440.wav,4,WaterDrops,5
132151_2.wav,4_10441.wav,4,WaterDrops,1
269343_3.wav,4_10442.wav,4,WaterDrops,4
221590_2.wav,4_10443.wav,4,WaterDrops,5
280230_4.wav,4_10444.wav,4,WaterDrops,4
187657_1.wav,4_10445.wav,4,WaterDrops,3
280230_3.wav,4_10446.wav,4,WaterDrops,1
197965_1.wav,4_10447.wav,4,WaterDrops,3
187657_3.wav,4_10448.wav,4,WaterDrops,3
132151_1.wav,4_10449.wav,4,WaterDrops,1
377877_1.wav,4_10450.wav,4,WaterDrops,1
402599_1.wav,4_10451.wav,4,WaterDrops,4
269343_1.wav,4_10452.wav,4,WaterDrops,5
187656_3.wav,4_10453.wav,4,WaterDrops,1
280230_6.wav,4_10454.wav,4,WaterDrops,4
280230_1.wav,4_10455.wav,4,WaterDrops,5
132151_3.wav,4_10456.wav,4,WaterDrops,4
187656_6.wav,4_10457.wav,4,WaterDrops,2
280230_8.wav,4_10458.wav,4,WaterDrops,2
221590_1.wav,4_10459.wav,4,WaterDrops,1
187656_1.wav,4_10460.wav,4,WaterDrops,3
396861_4.wav,4_10461.wav,4,WaterDrops,3
269343_2.wav,4_10462.wav,4,WaterDrops,2
280230_2.wav,4_10463.wav,4,WaterDrops,3
187656_2.wav,4_10464.wav,4,WaterDrops,2
280230_7.wav,4_10465.wav,4,WaterDrops,4
187657_2.wav,4_10466.wav,4,WaterDrops,4
402599_2.wav,4_10467.wav,4,WaterDrops,1
462484_1.wav,4_10468.wav,4,WaterDrops,1
496085_4.wav,4_10469.wav,4,WaterDrops,3
402599_4.wav,4_10470.wav,4,WaterDrops,3
67321_4.wav,4_10471.wav,4,WaterDrops,3
67321_3.wav,4_10472.wav,4,WaterDrops,4
67321_2.wav,4_10473.wav,4,WaterDrops,5
534969_2.wav,4_10474.wav,4,WaterDrops,2
496085_3.wav,4_10475.wav,4,WaterDrops,2
104952_3.wav,5_10501.wav,5,Wind,4
16995_3.wav,5_10502.wav,5,Wind,3
16995_1.wav,5_10503.wav,5,Wind,2
104952_2.wav,5_10504.wav,5,Wind,4
106134_2.wav,5_10505.wav,5,Wind,4
16994_2.wav,5_10506.wav,5,Wind,5
22384_2.wav,5_10507.wav,5,Wind,4
110919_1.wav,5_10508.wav,5,Wind,2
22383_1.wav,5_10509.wav,5,Wind,4
17383_2.wav,5_10510.wav,5,Wind,1
110919_3.wav,5_10511.wav,5,Wind,1
22384_3.wav,5_10512.wav,5,Wind,3
104952_4.wav,5_10513.wav,5,Wind,1
16994_3.wav,5_10514.wav,5,Wind,4
16995_2.wav,5_10515.wav,5,Wind,1
17383_1.wav,5_10516.wav,5,Wind,1
106134_3.wav,5_10517.wav,5,Wind,1
16994_1.wav,5_10518.wav,5,Wind,5
110919_2.wav,5_10519.wav,5,Wind,4
104952_1.wav,5_10520.wav,5,Wind,5
15542__1.wav,5_10521.wav,5,Wind,1
110919_4.wav,5_10522.wav,5,Wind,1
22384_1.wav,5_10523.wav,5,Wind,5
106134_1.wav,5_10524.wav,5,Wind,3
73708_2.wav,5_10525.wav,5,Wind,1
34409_1.wav,5_10526.wav,5,Wind,3
26366_1.wav,5_10527.wav,5,Wind,3
73712_1.wav,5_10528.wav,5,Wind,1
73712_3.wav,5_10529.wav,5,Wind,5
45479_1.wav,5_10530.wav,5,Wind,3
81725_2.wav,5_10531.wav,5,Wind,2
73719_2.wav,5_10532.wav,5,Wind,2
33196_1.wav,5_10533.wav,5,Wind,3
58556_2.wav,5_10534.wav,5,Wind,2
73710_3.wav,5_10535.wav,5,Wind,2
33195_1.wav,5_10536.wav,5,Wind,1
84735_2.wav,5_10537.wav,5,Wind,4
73712_2.wav,5_10538.wav,5,Wind,2
73710_4.wav,5_10539.wav,5,Wind,3
26366_3.wav,5_10540.wav,5,Wind,5
45479_2.wav,5_10541.wav,5,Wind,5
58556_1.wav,5_10542.wav,5,Wind,5
81727_1.wav,5_10543.wav,5,Wind,3
73719_3.wav,5_10544.wav,5,Wind,5
73710_1.wav,5_10545.wav,5,Wind,2
73710_2.wav,5_10546.wav,5,Wind,3
34407_1.wav,5_10547.wav,5,Wind,3
81725_1.wav,5_10548.wav,5,Wind,4
33196_2.wav,5_10549.wav,5,Wind,1
73719_1.wav,5_10550.wav,5,Wind,4
81756_2.wav,5_10551.wav,5,Wind,2
33195_2.wav,5_10552.wav,5,Wind,5
58556_3.wav,5_10553.wav,5,Wind,5
34409_2.wav,5_10554.wav,5,Wind,3
84735_1.wav,5_10555.wav,5,Wind,2
26366_2.wav,5_10556.wav,5,Wind,4
81728_1.wav,5_10557.wav,5,Wind,3
34409_3.wav,5_10558.wav,5,Wind,1
73708_1.wav,5_10559.wav,5,Wind,2
81756_1.wav,5_10560.wav,5,Wind,4
33195_3.wav,5_10561.wav,5,Wind,5
73708_3.wav,5_10562.wav,5,Wind,4
34408_1.wav,5_10563.wav,5,Wind,1
81756_3.wav,5_10564.wav,5,Wind,3
73708_4.wav,5_10565.wav,5,Wind,5
97178_1.wav,5_10566.wav,5,Wind,2
98563_3.wav,5_10567.wav,5,Wind,5
97178_2.wav,5_10568.wav,5,Wind,2
95403_2.wav,5_10569.wav,5,Wind,5
84735_3.wav,5_10570.wav,5,Wind,2
97178_3.wav,5_10571.wav,5,Wind,1
84735_4.wav,5_10572.wav,5,Wind,4
84735_5.wav,5_10573.wav,5,Wind,4
95403_1.wav,5_10574.wav,5,Wind,3
98563_1.wav,5_10575.wav,5,Wind,2
renam (1).wav,6_10601.wav,6,Silence,4
rename2.wav,6_10602.wav,6,Silence,5
193045__(1)_frithjof__stille-mit-vogel (1).wav,6_10603.wav,6,Silence,3
67881__(1)_figowitz__ice-crackingwav (1).wav,6_10604.wav,6,Silence,2
67881__(2)_figowitz__ice-crackingwav.wav,6_10605.wav,6,Silence,5
67881__(3)_figowitz__ice-crackingwav.wav,6_10606.wav,6,Silence,1
67881__(4)_figowitz__ice-crackingwav.wav,6_10607.wav,6,Silence,1
379210__(1)_13f-panska-petruzelova-anna__silence-in-the-forest (1).wav,6_10608.wav,6,Silence,1
379210__(2)_13f-panska-petruzelova-anna__silence-in-the-forest.wav,6_10609.wav,6,Silence,4
379210__(3)_13f-panska-petruzelova-anna__silence-in-the-forest.wav,6_10610.wav,6,Silence,5
379210__(4)_13f-panska-petruzelova-anna__silence-in-the-forest .wav,6_10611.wav,6,Silence,1
379210__(5)_13f-panska-petruzelova-anna__silence-in-the-forest .wav,6_10612.wav,6,Silence,5
379247__13f-panska-petruzelova-anna__deep-silent-in-the-forest(1) (1).wav,6_10613.wav,6,Silence,3
379247__13f-panska-petruzelova-anna__deep-silent-in-the-forest(2).wav,6_10614.wav,6,Silence,4
379247__13f-panska-petruzelova-anna__deep-silent-in-the-forest(4).wav,6_10615.wav,6,Silence,4
379247__13f-panska-petruzelova-anna__deep-silent-in-the-forest(5).wav,6_10616.wav,6,Silence,2
379247__13f-panska-petruzelova-anna__deep-silent-in-the-forest(6).wav,6_10617.wav,6,Silence,3
178136__(1)_klankbeeld__pineforest-0-2-bft-winter130213-00 (1).wav,6_10618.wav,6,Silence,1
178136__(2)_klankbeeld__pineforest-0-2-bft-winter130213-00 (1).wav,6_10619.wav,6,Silence,4
178136__(3)_klankbeeld__pineforest-0-2-bft-winter130213-00.wav,6_10620.wav,6,Silence,4
178136__(4)_klankbeeld__pineforest-0-2-bft-winter130213-00.wav,6_10621.wav,6,Silence,1
178136__(5)_klankbeeld__pineforest-0-2-bft-winter130213-00.wav,6_10622.wav,6,Silence,2
178136__(6)_klankbeeld__pineforest-0-2-bft-winter130213-00.wav,6_10623.wav,6,Silence,1
178136__(7)_klankbeeld__pineforest-0-2-bft-winter130213-00 (1).wav,6_10624.wav,6,Silence,1
178136__(8)_klankbeeld__pineforest-0-2-bft-winter130213-00 (1).wav,6_10625.wav,6,Silence,5
178136__(9)_klankbeeld__pineforest-0-2-bft-winter130213-00.wav,6_10626.wav,6,Silence,2
178136__(10)_klankbeeld__pineforest-0-2-bft-winter130213-00 .wav,6_10627.wav,6,Silence,2
179588__(1)_stormpetrel__westland-petrels-land-in-their-colony-at-dawn (1).wav,6_10628.wav,6,Silence,5
79588__(2)_stormpetrel__westland-petrels-land-in-their-colony-at-dawn (1).wav,6_10629.wav,6,Silence,3
179588__(3)_stormpetrel__westland-petrels-land-in-their-colony-at-dawn.wav,6_10630.wav,6,Silence,2
179588__(4)_stormpetrel__westland-petrels-land-in-their-colony-at-daw.wav,6_10631.wav,6,Silence,2
179588__(5)_stormpetrel__westland-petrels-land-in-their-colony-at-dawn (1).wav,6_10632.wav,6,Silence,2
179588__(6)_stormpetrel__westland-petrels-land-in-their-colony-at-dawn (1).wav,6_10633.wav,6,Silence,4
179588__(7)_stormpetrel__westland-petrels-land-in-their-colony-at-dawn.wav,6_10634.wav,6,Silence,2
179588__(8)_stormpetrel__westland-petrels-land-in-their-colony-at-dawn.wav,6_10635.wav,6,Silence,2
179588__(9)_stormpetrel__westland-petrels-land-in-their-colony-at-dawn.wav,6_10636.wav,6,Silence,3
179588__(10)_stormpetrel__westland-petrels-land-in-their-colony-at-dawn.wav,6_10637.wav,6,Silence,1
184219__(1)_thorvandahl__forest-closer-to-silence .wav,6_10638.wav,6,Silence,5
184219__(2)_thorvandahl__forest-closer-to-silence.wav,6_10639.wav,6,Silence,3
184219__(3)_thorvandahl__forest-closer-to-silence (1).wav,6_10640.wav,6,Silence,2
184219__(4)_thorvandahl__forest-closer-to-silence (1).wav,6_10641.wav,6,Silence,5
184219__(5)_thorvandahl__forest-closer-to-silence.wav,6_10642.wav,6,Silence,4
184219__(6)_thorvandahl__forest-closer-to-silence (1).wav,6_10643.wav,6,Silence,1
184219__(7)_thorvandahl__forest-closer-to-silence.wav,6_10644.wav,6,Silence,3
184219__(8)_thorvandahl__forest-closer-to-silence (1).wav,6_10645.wav,6,Silence,1
184219__(9)_thorvandahl__forest-closer-to-silence.wav,6_10646.wav,6,Silence,4
184219__(10)_thorvandahl__forest-closer-to-silence.wav,6_10647.wav,6,Silence,3
336473__(1)_klankbeeld__woodpeckers-looking-for-food-130215-00.wav,6_10648.wav,6,Silence,5
336473__(2)_klankbeeld__woodpeckers-looking-for-food-130215-00 (1).wav,6_10649.wav,6,Silence,3
336473__(3)_klankbeeld__woodpeckers-looking-for-food-130215-00 (1).wav,6_10650.wav,6,Silence,3
336473__(4)_klankbeeld__woodpeckers-looking-for-food-130215-00 (1).wav,6_10651.wav,6,Silence,3
336473__(5)_klankbeeld__woodpeckers-looking-for-food-130215-00.wav,6_10652.wav,6,Silence,5
336473__(6)_klankbeeld__woodpeckers-looking-for-food-130215-00 (1).wav,6_10653.wav,6,Silence,1
336473__(7)_klankbeeld__woodpeckers-looking-for-food-130215-00.wav,6_10654.wav,6,Silence,3
336473__(8)_klankbeeld__woodpeckers-looking-for-food-130215-00.wav,6_10655.wav,6,Silence,4
336473__(9)_klankbeeld__woodpeckers-looking-for-food-130215-00.wav,6_10656.wav,6,Silence,4
336473__(10)_klankbeeld__woodpeckers-looking-for-food-130215-00.wav,6_10657.wav,6,Silence,4
492171__(1)_jgrzinich__winds-and-light-snow-in-a-forest (1).wav,6_10658.wav,6,Silence,4
492171__(2)_jgrzinich__winds-and-light-snow-in-a-forest (1).wav,6_10659.wav,6,Silence,5
492171__(3)_jgrzinich__winds-and-light-snow-in-a-forest.wav,6_10660.wav,6,Silence,5
492171__(4)_jgrzinich__winds-and-light-snow-in-a-forest (1).wav,6_10661.wav,6,Silence,4
492171__(5)_jgrzinich__winds-and-light-snow-in-a-forest .wav,6_10662.wav,6,Silence,2
492171__(6)_jgrzinich__winds-and-light-snow-in-a-forest (1).wav,6_10663.wav,6,Silence,4
492171__(7)_jgrzinich__winds-and-light-snow-in-a-forest.wav,6_10664.wav,6,Silence,2
492171__(8)_jgrzinich__winds-and-light-snow-in-a-forest.wav,6_10665.wav,6,Silence,5
348510__(1)_marlo1981__country-side-night-ambience (1).wav,6_10666.wav,6,Silence,3
348510__(2)_marlo1981__country-side-night-ambience.wav,6_10667.wav,6,Silence,5
348510__(3)_marlo1981__country-side-night-ambience (1).wav,6_10668.wav,6,Silence,1
348510__(4)_marlo1981__country-side-night-ambience (1).wav,6_10669.wav,6,Silence,1
348510__(5)_marlo1981__country-side-night-ambience.wav,6_10670.wav,6,Silence,2
348510__(6)_marlo1981__country-side-night-ambience.wav,6_10671.wav,6,Silence,1
348510__(7)_marlo1981__country-side-night-ambience (1).wav,6_10672.wav,6,Silence,5
348510__(8)_marlo1981__country-side-night-ambience (1).wav,6_10673.wav,6,Silence,2
492171_(9)_jgrzinich__winds-and-light-snow-in-a-forest.wav,6_10674.wav,6,Silence,3
492171_(10)_jgrzinich__winds-and-light-snow-in-a-forest.wav,6_10675.wav,6,Silence,3
23709_A.wav,7_10701.wav,7,TreeFalling,2
23709_B.wav,7_10702.wav,7,TreeFalling,1
150203_A.wav,7_10703.wav,7,TreeFalling,3
150203_B.wav,7_10704.wav,7,TreeFalling,2
150203_C.wav,7_10705.wav,7,TreeFalling,2
165551_A.wav,7_10706.wav,7,TreeFalling,5
165551_B.wav,7_10707.wav,7,TreeFalling,4
414093_A.wav,7_10708.wav,7,TreeFalling,4
414093_B.wav,7_10709.wav,7,TreeFalling,1
438343_A.wav,7_10710.wav,7,TreeFalling,3
438343_B.wav,7_10711.wav,7,TreeFalling,2
486262_A.wav,7_10712.wav,7,TreeFalling,5
486262_B.wav,7_10713.wav,7,TreeFalling,5
486262_C.wav,7_10714.wav,7,TreeFalling,3
494071_A.wav,7_10715.wav,7,TreeFalling,4
494071_B.wav,7_10716.wav,7,TreeFalling,1
515312_A.wav,7_10717.wav,7,TreeFalling,1
535352_A.wav,7_10718.wav,7,TreeFalling,2
535352_B.wav,7_10719.wav,7,TreeFalling,5
535352_C.wav,7_10720.wav,7,TreeFalling,3
583269_A.wav,7_10721.wav,7,TreeFalling,2
583269_B.wav,7_10722.wav,7,TreeFalling,5
583269_C.wav,7_10723.wav,7,TreeFalling,2
626734_A.wav,7_10724.wav,7,TreeFalling,4
626735_A.wav,7_10725.wav,7,TreeFalling,4
626735_B.wav,7_10726.wav,7,TreeFalling,1
626735_C.wav,7_10727.wav,7,TreeFalling,5
626736_A.wav,7_10728.wav,7,TreeFalling,1
626736_B.wav,7_10729.wav,7,TreeFalling,4
637910_A.wav,7_10730.wav,7,TreeFalling,1
637910_B.wav,7_10731.wav,7,TreeFalling,4
637910_C.wav,7_10732.wav,7,TreeFalling,1
139952__ecfike__a-tree-falling-down.wav,7_10733.wav,7,TreeFalling,3
192360__jamesrodavidson__sampler-tree-falling2.wav,7_10734.wav,7,TreeFalling,4
